_Pave,LotShape,LandContour,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,GarageFinish,GarageQual,PavedDrive,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass,GarageArea,SalePrice,KitchenAbvGr,BedroomAbvGr,TotalBsmtSF,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,LotConfig,BldgType,RoofMatl,Exterior1st,MasVnrType,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,3.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,71.06089531142217,10624.0,5.0,4.0,1964.0,1964.0,84.0,40.0,264.0,1424.0,1728.0,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,10.0,0.0,2002.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,90.0,352.0,119000.0,2.0,6.0,1728.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,70.0,8176.0,5.0,6.0,1958.0,1992.0,0.0,846.0,0.0,210.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,6.0,0.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,20.0,308.0,139000.0,1.0,3.0,1056.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,5.0,-1.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,85.0,10655.0,8.0,5.0,2003.0,2004.0,296.0,1124.0,479.0,1603.0,1629.0,0.0,0.0,1629.0,1.0,0.0,2.0,0.0,7.0,1.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,20.0,880.0,284000.0,1.0,3.0,3206.0,3.0,16.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,59.0,8198.0,7.0,5.0,2004.0,2004.0,146.0,720.0,0.0,638.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,6.0,1.0,2004.0,192.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,120.0,484.0,207000.0,1.0,2.0,1358.0,4.0,16.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,12.0,3.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,0.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,59.0,9042.0,6.0,5.0,1998.0,1998.0,0.0,828.0,0.0,115.0,943.0,695.0,0.0,1638.0,1.0,0.0,2.0,1.0,7.0,2.0,1998.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,60.0,472.0,192000.0,1.0,3.0,943.0,3.0,8.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
0.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,7.0,3.0,2.0,2.0,126.6341985293308,164660.0,5.0,6.0,1965.0,1965.0,0.0,1249.0,147.0,103.0,1619.0,167.0,0.0,1786.0,2.0,0.0,2.0,0.0,7.0,2.0,1965.0,670.0,0.0,0.0,0.0,0.0,0.0,700.0,8.0,2008.0,190.0,529.0,228950.0,1.0,3.0,1499.0,3.0,23.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,86.0,14157.0,9.0,5.0,2005.0,2006.0,200.0,1249.0,0.0,673.0,1922.0,0.0,0.0,1922.0,1.0,0.0,2.0,0.0,8.0,1.0,2005.0,178.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,20.0,676.0,377426.0,1.0,3.0,1922.0,3.0,22.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,12.0,3.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,70.0,9135.0,7.0,5.0,2002.0,2003.0,113.0,810.0,0.0,726.0,1536.0,0.0,0.0,1536.0,1.0,0.0,2.0,0.0,7.0,0.0,2002.0,192.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,20.0,532.0,214000.0,1.0,3.0,1536.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,91.0,14145.0,7.0,7.0,1984.0,1998.0,0.0,213.0,0.0,995.0,1621.0,0.0,0.0,1621.0,1.0,0.0,2.0,0.0,8.0,0.0,1984.0,108.0,45.0,0.0,0.0,0.0,0.0,400.0,5.0,2006.0,20.0,440.0,202500.0,1.0,3.0,1208.0,3.0,14.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,66.0,12400.0,6.0,7.0,1958.0,1998.0,176.0,585.0,0.0,630.0,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,6.0,0.0,1958.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,6.0,2009.0,20.0,297.0,155000.0,1.0,3.0,1215.0,3.0,12.0,1.0,2.0,2.0,3.0,4.0,0.0,1.0,13.0,1.0,1.0,1.0,0.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,85.0,14191.0,8.0,5.0,2002.0,2002.0,0.0,0.0,0.0,967.0,993.0,915.0,0.0,1908.0,0.0,0.0,2.0,1.0,9.0,0.0,2002.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,60.0,431.0,202900.0,1.0,4.0,967.0,3.0,23.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,0.0,60.0,8400.0,4.0,4.0,1950.0,1950.0,0.0,0.0,0.0,721.0,841.0,0.0,0.0,841.0,0.0,0.0,1.0,0.0,4.0,0.0,1950.0,250.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,2009.0,20.0,294.0,82000.0,1.0,2.0,721.0,2.0,20.0,1.0,2.0,2.0,1.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,4.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,2.0,7.0,1.0,2.0,2.0,55.70678930364449,8544.0,3.0,4.0,1949.0,1950.0,340.0,0.0,0.0,0.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,6.0,0.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,90.0,400.0,87500.0,2.0,2.0,0.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,11.0,1.0,3.0,5.0,0.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,5.0,0.0,4.0,1.0,4.0,7.0,2.0,2.0,2.0,63.0,8849.0,9.0,5.0,2005.0,2005.0,616.0,28.0,0.0,1656.0,1684.0,0.0,0.0,1684.0,0.0,0.0,2.0,0.0,6.0,1.0,2005.0,495.0,72.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,120.0,564.0,266000.0,1.0,2.0,1684.0,3.0,16.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,36.0,2592.0,5.0,3.0,1976.0,1976.0,0.0,129.0,232.0,175.0,536.0,576.0,0.0,1112.0,0.0,0.0,1.0,1.0,4.0,0.0,1976.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,160.0,336.0,85000.0,1.0,3.0,536.0,4.0,10.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,65.0,6435.0,6.0,5.0,1939.0,1950.0,0.0,0.0,0.0,972.0,972.0,605.0,0.0,1577.0,0.0,0.0,1.0,0.0,6.0,1.0,1939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,50.0,312.0,140200.0,1.0,3.0,972.0,3.0,3.0,6.0,2.0,0.0,1.0,4.0,0.0,1.0,8.0,2.0,0.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,78.00898503214226,12772.0,6.0,8.0,1960.0,1998.0,0.0,498.0,0.0,460.0,958.0,0.0,0.0,958.0,0.0,0.0,1.0,0.0,5.0,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,15500.0,4.0,2007.0,20.0,301.0,151500.0,1.0,2.0,958.0,3.0,12.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,79.66963452645938,17600.0,6.0,5.0,1960.0,1960.0,30.0,1270.0,0.0,208.0,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,0.0,6.0,2.0,1960.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,20.0,498.0,157500.0,1.0,3.0,1478.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,13.0,1.0,1.0,1.0,0.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,36.0,2448.0,7.0,5.0,2003.0,2004.0,106.0,573.0,0.0,191.0,764.0,862.0,0.0,1626.0,1.0,0.0,2.0,1.0,6.0,0.0,2003.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,160.0,474.0,154000.0,1.0,2.0,764.0,3.0,16.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,12.0,3.0,2.0,1.0,4.0,3.0,8.0,4.0
1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,5.0,0.0,4.0,1.0,4.0,7.0,3.0,2.0,2.0,56.0,20431.0,9.0,5.0,2005.0,2006.0,870.0,1410.0,0.0,438.0,1848.0,880.0,0.0,2728.0,1.0,0.0,2.0,1.0,10.0,2.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,60.0,706.0,437154.0,1.0,4.0,1848.0,3.0,16.0,2.0,2.0,5.0,3.0,4.0,0.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,7.0,2.0,2.0,2.0,68.0,7820.0,9.0,5.0,2007.0,2007.0,362.0,0.0,0.0,1869.0,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,6.0,1.0,2007.0,210.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,120.0,617.0,318061.0,1.0,2.0,1869.0,3.0,16.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,0.0,3.0,1.0,3.0,7.0,2.0,2.0,2.0,44.56263773016578,5271.0,7.0,5.0,1986.0,1986.0,0.0,1082.0,0.0,371.0,1453.0,0.0,0.0,1453.0,1.0,0.0,1.0,1.0,6.0,1.0,1986.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,12.0,2006.0,120.0,445.0,190000.0,1.0,2.0,1453.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,13.0,2.0,2.0,1.0,4.0,1.0,8.0,0.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,7.0,1.0,2.0,2.0,60.0,9084.0,5.0,6.0,1941.0,1950.0,0.0,236.0,380.0,0.0,616.0,495.0,0.0,1111.0,0.0,1.0,1.0,0.0,5.0,0.0,1941.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,50.0,200.0,95000.0,1.0,3.0,616.0,3.0,7.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,12.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,60.0,8520.0,6.0,8.0,1928.0,2003.0,0.0,0.0,0.0,624.0,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,5.0,0.0,2005.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,30.0,484.0,105900.0,1.0,2.0,624.0,4.0,17.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,0.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,60.0,8400.0,6.0,5.0,1940.0,2000.0,0.0,388.0,0.0,552.0,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,0.0,6.0,2.0,1940.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,6.0,2006.0,50.0,240.0,140000.0,1.0,2.0,940.0,3.0,18.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,2.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,105.0,11249.0,6.0,5.0,1995.0,1995.0,0.0,334.0,544.0,322.0,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,6.0,0.0,1995.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,20.0,521.0,177500.0,1.0,3.0,1200.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,5.0,0.0,3.0,1.0,3.0,7.0,2.0,2.0,2.0,69.36422459474439,9248.0,6.0,6.0,1992.0,1992.0,106.0,560.0,0.0,598.0,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,6.0,0.0,1992.0,120.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,20.0,400.0,173000.0,1.0,3.0,1158.0,3.0,8.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,2.0,1.0,2.0,7.0,3.0,2.0,2.0,44.0,4224.0,5.0,5.0,1976.0,1976.0,0.0,874.0,0.0,268.0,1142.0,0.0,0.0,1142.0,1.0,0.0,1.0,1.0,6.0,1.0,1976.0,536.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,120.0,528.0,134000.0,1.0,3.0,1142.0,4.0,10.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0,92.0,6930.0,5.0,4.0,1958.0,1958.0,120.0,300.0,294.0,468.0,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,6.0,0.0,1958.0,168.0,0.0,294.0,0.0,0.0,0.0,0.0,7.0,2006.0,80.0,288.0,130000.0,1.0,3.0,1062.0,3.0,4.0,2.0,2.0,7.0,3.0,4.0,0.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,8.0,0.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,78.0,12011.0,8.0,5.0,1998.0,1998.0,530.0,956.0,0.0,130.0,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,7.0,1.0,1998.0,208.0,75.0,0.0,0.0,374.0,0.0,0.0,6.0,2006.0,60.0,592.0,280000.0,1.0,3.0,1086.0,3.0,15.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,2.0,62.859407525156286,7540.0,6.0,6.0,1978.0,1978.0,0.0,773.0,0.0,115.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,5.0,1.0,1978.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,6.0,2007.0,85.0,470.0,156000.0,1.0,2.0,888.0,3.0,11.0,2.0,2.0,6.0,1.0,1.0,0.0,1.0,12.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,0.0,65.62715338451576,9144.0,5.0,5.0,1940.0,1982.0,0.0,399.0,0.0,484.0,988.0,517.0,0.0,1505.0,1.0,0.0,1.0,0.0,8.0,0.0,1940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,50.0,240.0,145000.0,1.0,3.0,883.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,8.0,2.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,64.0,7301.0,7.0,5.0,2003.0,2003.0,500.0,0.0,0.0,0.0,495.0,1427.0,0.0,1922.0,0.0,0.0,3.0,0.0,7.0,1.0,2003.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,7.0,2009.0,85.0,672.0,198500.0,1.0,4.0,0.0,3.0,7.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,3.0,7.0,1.0,2.0,2.0,21.0,1680.0,6.0,8.0,1972.0,2007.0,510.0,162.0,0.0,321.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,5.0,0.0,1972.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,160.0,264.0,118000.0,1.0,2.0,483.0,4.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,6.0,1.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,0.0,2.0,1.0,2.0,7.0,3.0,2.0,2.0,89.68273289652646,18800.0,6.0,5.0,1976.0,1976.0,120.0,712.0,0.0,84.0,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,6.0,1.0,1976.0,306.0,111.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,60.0,566.0,190000.0,1.0,3.0,796.0,3.0,14.0,2.0,2.0,5.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,59.0,10690.0,5.0,7.0,1920.0,1997.0,0.0,456.0,0.0,216.0,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,6.0,0.0,1964.0,0.0,128.0,218.0,0.0,0.0,0.0,0.0,7.0,2009.0,70.0,468.0,147000.0,1.0,3.0,672.0,4.0,9.0,2.0,2.0,5.0,3.0,4.0,0.0,1.0,12.0,2.0,1.0,1.0,0.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,79.61949446014849,9500.0,6.0,5.0,1963.0,1963.0,247.0,609.0,0.0,785.0,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,6.0,2.0,1963.0,0.0,76.0,0.0,0.0,185.0,0.0,0.0,7.0,2009.0,20.0,514.0,159000.0,1.0,3.0,1394.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,0.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,101.0,9150.0,6.0,5.0,1962.0,1962.0,305.0,371.0,0.0,728.0,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,6.0,1.0,1962.0,64.0,110.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,80.0,296.0,165000.0,1.0,3.0,1099.0,3.0,12.0,2.0,2.0,7.0,1.0,0.0,0.0,5.0,9.0,1.0,1.0,1.0,4.0,2.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,78.0,7800.0,5.0,6.0,1954.0,1954.0,200.0,540.0,0.0,728.0,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,7.0,1.0,1954.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,20.0,244.0,132000.0,1.0,2.0,1268.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,69.8518102249538,9830.0,5.0,7.0,1959.0,2006.0,0.0,72.0,258.0,733.0,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,7.0,1.0,1997.0,364.0,17.0,0.0,0.0,182.0,0.0,0.0,3.0,2010.0,20.0,576.0,162000.0,1.0,3.0,1063.0,3.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,2.0,65.72689552149083,8121.0,6.0,5.0,2000.0,2000.0,0.0,0.0,0.0,953.0,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,7.0,1.0,2000.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,60.0,460.0,172400.0,1.0,3.0,953.0,3.0,8.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,5.0,3.0,2.0,0.0,80.0,17120.0,4.0,4.0,1959.0,1959.0,0.0,0.0,0.0,0.0,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,7.0,1.0,1991.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,50.0,680.0,134432.0,1.0,4.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,14.0,2.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,50.0,7175.0,6.0,5.0,1984.0,1984.0,0.0,623.0,121.0,0.0,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,4.0,0.0,1984.0,353.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,2010.0,120.0,264.0,125000.0,1.0,2.0,744.0,3.0,20.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,9.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,79.0,10634.0,5.0,6.0,1953.0,1953.0,0.0,428.0,180.0,0.0,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,5.0,0.0,1953.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,20.0,270.0,123000.0,1.0,3.0,608.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,8.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,65.0,8200.0,7.0,5.0,2003.0,2004.0,0.0,0.0,0.0,847.0,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,8.0,1.0,2003.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,60.0,434.0,219500.0,1.0,4.0,847.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,3.0,8.0,4.0
